Age,No. of years in Formal Education,Sector,Household'S Usual Consumer Expenditure In A Month (Rs.)
9,4,1,10417
4,0,1,10417
39,9,1,15625
37,8,1,15625
13,6,1,15625
4,0,1,15625
45,12,1,22703
36,10,1,22703
15,9,1,22703
18,11,1,22703
16,10,1,22703
73,8,1,22703
35,12,1,19983
32,15,1,19983
7,1,1,19983
62,10,1,13083
55,5,1,13083
39,9,1,14523
35,4,1,14523
12,5,1,14523
14,8,1,14523
8,1,1,14523
50,12,1,11467
45,4,1,11467
27,12,1,11467
18,12,1,11467
36,15,1,10470
32,15,1,10470
5,0,1,10470
10,3,1,10470
0,0,1,10470
40,7,1,8358
38,4,1,8358
19,0,1,8358
17,10,1,8358
55,5,1,9580
50,2,1,9580
32,8,1,9580
27,6,1,9580
7,1,1,9580
9,3,1,9580
2,0,1,9580
58,18,1,34167
53,18,1,34167
30,16,1,34167
22,16,1,34167
54,16,1,29167
48,15,1,29167
26,16,1,29167
25,15,1,29167
40,16,1,28333
36,15,1,28333
6,0,1,28333
10,4,1,28333
69,4,1,28333
63,4,1,28333
37,15,1,21333
37,15,1,21333
12,6,1,21333
52,13,1,17083
71,7,1,23333
42,14,1,23333
14,8,1,23333
65,0,1,22917
60,0,1,22917
37,10,1,22917
35,13,1,22917
13,7,1,22917
15,9,1,22917
64,10,1,17500
40,12,1,17500
66,8,1,24167
44,11,1,24167
42,15,1,24167
7,1,1,24167
19,14,1,24167
69,10,1,29167
65,8,1,29167
43,15,1,29167
42,15,1,29167
17,11,1,29167
20,13,1,29167
69,18,1,15833
67,17,1,15833
50,8,1,16667
49,4,1,16667
25,15,1,16667
23,15,1,16667
57,8,1,16667
46,3,1,16667
44,11,1,17250
42,5,1,17250
19,12,1,17250
16,9,1,17250
75,8,1,17250
60,0,1,17250
48,8,1,10417
23,11,1,10417
64,0,1,13667
30,9,1,13667
30,7,1,13667
9,3,1,13667
27,9,1,13667
73,16,1,29167
70,15,1,29167
37,16,1,29167
70,4,1,27500
62,10,1,27500
37,15,1,27500
33,12,1,27500
6,0,1,27500
51,17,1,32917
45,15,1,32917
22,15,1,32917
16,11,1,32917
30,10,1,32917
48,16,1,27667
48,15,1,27667
15,10,1,27667
67,17,1,16208
67,17,1,16208
65,15,1,16417
22,14,1,16417
20,14,1,5583
22,15,1,6667
47,12,1,17417
46,7,1,17417
22,12,1,17417
21,13,1,17417
53,10,1,9754
46,10,1,9754
26,12,1,9754
23,13,1,9754
35,10,1,13495
26,17,1,13495
6,0,1,13495
1,0,1,13495
59,0,1,13495
51,15,1,16867
44,9,1,16867
22,12,1,16867
41,9,1,8954
21,12,1,8954
65,7,1,9738
62,8,1,9738
46,9,1,9738
44,9,1,9738
16,11,1,9738
13,8,1,9738
46,9,1,9496
40,9,1,9496
34,4,1,9958
32,0,1,9958
12,5,1,9958
5,0,1,9958
75,13,1,25708
71,15,1,25708
43,16,1,25708
34,15,1,25708
15,10,1,25708
55,16,1,25833
53,17,1,25833
24,15,1,25833
20,14,1,25833
80,0,1,25833
76,9,1,18667
62,9,1,18667
36,15,1,18667
33,15,1,18667
64,15,1,20542
60,15,1,20542
35,12,1,10375
63,17,1,15417
58,10,1,20833
55,10,1,20833
26,12,1,20833
84,7,1,20833
47,9,1,10458
35,9,1,10458
62,10,1,15358
59,6,1,15358
36,15,1,15358
32,12,1,15358
4,0,1,15358
6,0,1,15358
45,7,1,11502
22,10,1,11502
24,13,1,11502
47,3,1,11147
37,0,1,11147
18,12,1,11147
11,5,1,11147
40,3,1,9173
30,4,1,9173
4,0,1,9173
2,0,1,9173
10,5,1,9173
80,0,1,9173
42,10,1,13042
36,8,1,13042
18,12,1,13042
21,15,1,13042
34,8,1,10833
17,10,1,10833
18,12,1,10833
40,9,1,21967
35,9,1,21967
16,10,1,21967
14,9,1,21967
28,9,1,16667
23,0,1,16667
0,0,1,16667
40,13,1,21167
37,15,1,21167
16,10,1,21167
12,6,1,21167
30,13,1,10792
28,15,1,10792
3,0,1,10792
31,10,1,8000
26,10,1,8000
9,3,1,8000
29,15,1,8542
27,17,1,8542
1,0,1,8542
19,12,1,7458
29,13,1,8517
35,9,1,10667
30,5,1,10667
3,0,1,10667
34,5,1,7500
32,0,1,7500
6,0,1,7500
14,7,1,7500
50,14,1,42908
43,15,1,42908
17,12,1,42908
7,1,1,42908
73,11,1,42908
19,13,1,42908
52,11,1,25875
47,7,1,25875
28,15,1,25875
25,15,1,25875
22,15,1,25875
40,12,1,24250
38,15,1,24250
5,0,1,24250
13,7,1,24250
63,9,1,21722
61,9,1,21722
34,17,1,21722
28,17,1,21722
67,11,1,7750
62,12,1,9917
45,7,1,14405
14,9,1,14405
30,8,1,14500
28,8,1,14500
9,4,1,14500
0,0,1,14500
47,17,1,26550
42,14,1,26550
22,14,1,26550
20,14,1,26550
67,17,1,32422
56,4,1,32422
22,14,1,32422
20,15,1,32422
26,15,1,32422
43,9,1,22800
38,7,1,22800
19,15,1,22800
17,14,1,22800
15,9,1,22800
12,7,1,22800
38,17,1,20383
16,12,1,20383
13,7,1,20383
16,12,1,3633
16,10,1,5437
65,6,1,10815
62,3,1,10815
59,4,1,13000
51,7,1,13000
30,9,1,13000
27,9,1,13000
55,7,1,18492
50,10,1,18492
27,10,1,18492
21,10,1,18492
24,10,1,18492
21,7,1,18492
16,10,1,18492
19,10,1,18492
12,4,1,18492
52,9,1,9967
52,7,1,9967
23,16,1,9967
23,15,1,9967
32,15,1,14258
28,12,1,14258
5,0,1,14258
31,10,1,14258
22,12,1,14258
0,0,1,14258
18,12,1,14258
60,10,1,13850
51,8,1,13850
32,12,1,13850
30,7,1,13850
3,0,1,13850
12,7,1,13850
22,12,1,13850
65,0,1,21150
57,5,1,21150
35,4,1,21150
32,4,1,21150
3,0,1,21150
14,8,1,21150
12,6,1,21150
10,4,1,21150
8,1,1,21150
6,0,1,21150
65,4,1,17833
60,6,1,17833
40,7,1,17833
35,7,1,17833
14,8,1,17833
11,4,1,17833
7,0,1,17833
4,0,1,17833
39,12,1,17833
36,12,1,17833
13,7,1,17833
8,2,1,17833
5,0,1,17833
63,7,1,11200
50,7,1,11200
27,7,1,11200
25,7,1,11200
3,0,1,11200
0,0,1,11200
5,0,1,11200
32,5,1,8767
25,7,1,8767
0,0,1,8767
55,12,1,9783
48,12,1,9783
23,15,1,9783
21,15,1,9783
45,14,1,11717
40,12,1,11717
15,9,1,11717
19,12,1,11717
17,10,1,11717
70,0,1,11717
60,0,1,11717
29,14,1,9817
28,15,1,9817
8,1,1,9817
55,10,1,10800
50,7,1,10800
30,10,1,10800
18,11,1,2133
17,10,1,2017
16,9,1,2283
60,15,1,14917
55,0,1,14917
33,15,1,14917
25,15,1,14917
3,0,1,14917
26,12,1,14917
25,12,1,14917
4,0,1,14917
48,17,1,10625
44,17,1,10625
21,13,1,10625
17,11,1,10625
58,17,1,11038
52,12,1,11038
24,17,1,11038
60,17,1,12180
56,12,1,12180
29,17,1,12180
27,16,1,12180
62,10,1,9933
53,13,1,9933
25,17,1,9933
63,17,1,4900
58,10,1,4900
62,17,1,4828
30,8,1,6022
25,5,1,6022
3,0,1,6022
64,17,1,12033
58,15,1,12033
32,14,1,12033
29,17,1,12033
3,0,1,12033
47,15,1,25833
37,17,1,25833
17,11,1,25833
11,6,1,25833
64,0,1,25833
42,12,1,30875
38,15,1,30875
17,11,1,30875
14,9,1,30875
75,0,1,30875
65,10,1,18823
55,0,1,18823
36,15,1,18823
70,10,1,15458
64,10,1,15458
70,0,1,15722
50,0,1,15722
19,10,1,15722
17,9,1,15722
35,6,1,10583
33,10,1,10583
9,4,1,10583
4,0,1,10583
69,4,1,12833
64,0,1,12833
38,5,1,12833
35,7,1,12833
7,2,1,12833
3,0,1,12833
23,17,1,10500
25,17,1,10500
72,10,1,31000
71,10,1,31000
44,15,1,31000
43,12,1,31000
19,13,1,31000
53,17,1,41042
52,15,1,41042
26,17,1,41042
55,14,1,20542
54,15,1,20542
43,17,1,35833
43,17,1,35833
9,4,1,35833
61,2,1,30750
58,3,1,30750
23,14,1,30750
50,8,1,25500
67,10,1,25500
61,9,1,25500
75,15,1,30958
66,8,1,30958
32,15,1,30958
27,12,1,30958
2,0,1,30958
40,9,1,30958
18,12,1,30958
55,10,1,20417
54,10,1,20417
50,10,1,16575
42,10,1,16575
23,16,1,16575
20,14,1,16575
50,15,1,21500
22,14,1,21500
80,4,1,21500
31,15,1,21500
29,10,1,13600
26,12,1,13600
38,17,1,21708
37,15,1,21708
8,2,1,21708
65,2,1,21708
56,5,1,21708
22,12,1,6675
60,2,1,14500
50,6,1,14500
21,15,1,14500
56,16,1,43333
46,17,1,43333
18,12,1,43333
26,16,1,43333
60,6,1,4500
56,15,1,25708
47,12,1,25708
25,15,1,25708
25,15,1,25708
39,10,1,18937
28,12,1,18937
1,0,1,18937
9,3,1,18937
60,0,1,18937
67,7,1,15458
56,12,1,15458
50,6,1,10382
69,17,1,15625
61,10,1,15625
26,15,1,15625
39,10,1,15500
31,15,1,15500
12,7,1,15500
25,15,1,12292
59,0,1,8412
57,17,1,18442
48,9,1,18442
12,6,1,18442
23,17,1,18442
21,15,1,18442
18,13,1,18442
51,4,1,13955
43,9,1,13955
20,15,1,13955
22,15,1,13955
16,10,1,13955
27,12,1,11192
25,12,1,11192
1,0,1,11192
65,5,1,19255
55,9,1,19255
34,17,1,19255
32,12,1,19255
58,12,1,12245
53,7,1,12245
47,9,1,10908
38,9,1,10908
13,7,1,10908
16,10,1,10908
40,0,1,11250
34,9,1,11250
7,2,1,11250
14,7,1,11250
10,4,1,11250
75,6,1,5988
62,16,1,37917
57,9,1,37917
33,15,1,37917
30,15,1,37917
8,2,1,37917
58,9,1,30417
54,17,1,30417
29,17,1,30417
27,16,1,30417
43,18,1,30583
36,11,1,30583
12,8,1,30583
3,0,1,30583
8,2,1,30583
58,5,1,37500
61,9,1,37500
31,17,1,37500
27,12,1,37500
2,0,1,37500
37,15,1,29333
63,7,1,29333
45,8,1,22583
34,10,1,22583
14,7,1,22583
35,15,1,34167
35,17,1,34167
7,1,1,34167
0,0,1,34167
72,15,1,19583
56,12,1,50000
52,12,1,50000
29,15,1,50000
49,15,1,71417
47,15,1,71417
22,15,1,71417
19,12,1,71417
50,8,1,50250
42,7,1,50250
17,10,1,50250
20,12,1,50250
30,17,1,54583
27,15,1,54583
41,7,1,52083
38,7,1,52083
13,8,1,52083
16,11,1,52083
65,12,1,16667
69,17,1,27917
57,15,1,27917
35,15,1,49167
26,15,1,49167
5,0,1,49167
1,0,1,49167
54,15,1,14888
47,9,1,14888
22,16,1,14888
18,13,1,14888
50,10,1,9356
43,4,1,9356
24,12,1,9356
22,16,1,9356
75,10,1,10747
65,4,1,10747
45,12,1,10747
35,11,1,10747
5,0,1,10747
44,15,1,8246
33,14,1,8246
13,7,1,8246
9,3,1,8246
88,12,1,8193
79,0,1,8193
33,12,1,10150
32,8,1,10150
9,3,1,10150
6,0,1,10150
35,10,1,9668
30,9,1,9668
10,4,1,9668
1,0,1,9668
47,0,1,2995
46,3,1,2995
42,7,1,17333
38,4,1,17333
17,10,1,17333
15,8,1,17333
7,1,1,17333
18,11,1,17333
16,10,1,17333
47,12,1,13875
45,12,1,13875
21,15,1,13875
15,9,1,13875
66,4,1,13875
28,15,1,15125
28,17,1,15125
1,0,1,15125
35,17,1,11125
30,12,1,11125
1,0,1,11125
25,15,1,5417
28,12,1,6500
34,15,1,17417
28,15,1,17417
9,2,1,17417
1,0,1,17417
42,15,1,16792
38,15,1,16792
16,10,1,16792
9,3,1,16792
41,12,1,13117
38,10,1,13117
9,3,1,13117
16,10,1,13117
74,0,1,13117
52,10,1,14225
43,10,1,14225
20,14,1,14225
23,16,1,14225
30,18,1,15817
23,15,1,15817
0,0,1,15817
50,0,1,15817
42,12,1,15000
36,15,1,15000
12,6,1,15000
28,14,1,6017
39,4,1,15833
24,7,1,15833
22,9,1,15833
17,10,1,15833
31,12,1,13000
30,3,1,13000
5,0,1,13000
45,9,1,13000
38,5,1,13000
5,0,1,13000
7,1,1,13000
40,12,1,15500
36,15,1,15500
15,9,1,15500
17,11,1,15500
47,10,1,15967
39,10,1,15967
18,12,1,15967
16,10,1,15967
61,10,1,20417
52,8,1,20417
26,15,1,20417
32,15,1,15500
30,12,1,15500
7,1,1,15500
31,15,1,15883
31,8,1,15883
3,0,1,15883
10,3,1,15883
37,9,1,26137
34,9,1,26137
17,10,1,26137
14,9,1,26137
11,7,1,26137
48,6,1,16133
21,6,1,16133
26,0,1,16133
49,14,1,25542
47,12,1,25542
18,12,1,25542
17,10,1,25542
52,17,1,28417
46,17,1,28417
22,17,1,28417
14,9,1,28417
42,17,1,16167
30,15,1,16167
10,5,1,16167
73,17,1,16167
69,12,1,16167
49,11,1,21208
42,10,1,21208
0,0,1,21208
0,0,1,21208
36,17,1,31708
34,19,1,31708
4,0,1,31708
39,15,1,15833
10,4,1,15833
65,12,1,7517
30,0,1,12508
24,5,1,12508
7,1,1,12508
5,0,1,12508
22,5,1,7883
52,12,1,16450
42,7,1,16450
22,14,1,16450
19,12,1,16450
40,15,1,11133
33,9,1,11133
13,7,1,11133
10,4,1,11133
44,0,1,11033
39,0,1,11033
20,11,1,11033
60,0,1,4325
55,12,1,22083
48,11,1,22083
24,16,1,22083
83,0,1,22083
35,15,1,21417
32,12,1,21417
5,0,1,21417
20,13,1,7417
34,8,1,16367
27,7,1,16367
8,2,1,16367
12,5,1,16367
50,12,1,13605
45,15,1,13605
17,10,1,13605
13,6,1,13605
35,10,1,13605
67,17,1,15547
60,14,1,15547
41,17,1,15547
31,15,1,15547
11,5,1,15547
69,15,1,13549
65,12,1,13549
40,15,1,13549
39,15,1,13549
12,8,1,13549
6,1,1,13549
54,17,1,20735
45,17,1,20735
53,7,1,16685
35,12,1,16685
32,15,1,16685
3,0,1,16685
88,2,1,11537
70,9,1,11537
17,10,1,11537
54,9,1,10379
48,9,1,10379
23,15,1,10379
45,9,1,10422
30,9,1,10422
9,4,1,10422
52,7,1,7875
45,10,1,7875
19,13,1,7875
67,8,1,10665
40,12,1,10665
35,12,1,10665
16,10,1,10665
18,12,1,10665
45,15,1,12630
40,15,1,12630
13,7,1,12630
8,1,1,12630
76,15,1,7615
64,12,1,7615
32,12,1,7695
29,9,1,7695
9,2,1,7695
4,0,1,7695
11,4,1,7695
68,12,1,6050
60,7,1,6050
56,9,1,7115
48,12,1,7115
70,4,1,2590
65,9,1,17158
34,10,1,17158
27,12,1,17158
5,0,1,17158
2,0,1,17158
32,16,1,17158
26,17,1,17158
0,0,1,17158
64,10,1,9550
36,15,1,9550
30,15,1,9550
8,3,1,9550
1,0,1,9550
32,13,1,9550
45,13,1,7958
36,13,1,7958
13,8,1,7958
28,12,1,8208
20,14,1,8208
21,14,1,8683
18,11,1,6417
32,9,1,7958
29,9,1,7958
6,1,1,7958
4,0,1,7958
20,14,1,8500
55,4,1,22396
49,12,1,22396
28,10,1,22396
22,12,1,22396
24,7,1,22396
22,12,1,22396
45,2,1,16534
39,9,1,16534
14,10,1,16534
19,15,1,16534
17,12,1,16534
43,8,1,17696
35,4,1,17696
16,10,1,17696
12,6,1,17696
10,3,1,17696
41,4,1,17696
39,12,1,17696
15,10,1,17696
12,8,1,17696
42,9,1,18818
38,12,1,18818
16,10,1,18818
14,8,1,18818
9,3,1,18818
35,0,1,16476
29,10,1,16476
13,2,1,16476
9,3,1,16476
43,7,1,19054
35,12,1,19054
8,2,1,19054
6,0,1,19054
17,12,1,19054
15,9,1,19054
62,3,1,11316
58,3,1,11316
39,4,1,11316
33,6,1,11316
13,6,1,11316
11,4,1,11316
10,4,1,11316
58,0,1,24254
52,0,1,24254
33,3,1,24254
30,8,1,24254
13,0,1,24254
11,4,1,24254
31,7,1,24254
29,0,1,24254
8,2,1,24254
5,0,1,24254
11,3,1,24254
57,15,1,25625
54,12,1,25625
23,17,1,25625
62,4,1,36717
57,7,1,36717
32,8,1,36717
32,15,1,36717
2,0,1,36717
4,0,1,36717
29,10,1,36717
28,14,1,36717
4,0,1,36717
1,0,1,36717
85,0,1,36717
35,15,1,36717
45,4,1,17033
39,4,1,17033
15,11,1,17033
13,7,1,17033
18,11,1,17033
50,9,1,15467
46,7,1,15467
26,12,1,15467
21,15,1,15467
45,4,1,14117
36,4,1,14117
17,9,1,14117
16,10,1,14117
13,6,1,14117
37,12,1,8350
27,9,1,8350
55,0,1,12025
28,6,1,12025
27,6,1,12025
3,0,1,12025
6,1,1,12025
32,4,1,11033
32,5,1,11033
4,0,1,11033
8,2,1,11033
60,0,1,11033
60,10,1,25667
49,10,1,25667
21,15,1,25667
51,10,1,40667
31,12,1,40667
22,15,1,40667
28,15,1,40667
62,15,1,28375
55,15,1,28375
75,7,1,50417
69,9,1,50417
38,15,1,50417
34,17,1,50417
69,10,1,8833
62,14,1,8208
41,17,1,21875
67,4,1,15375
62,9,1,15375
34,15,1,10542
33,15,1,10542
7,0,1,10542
11,6,1,10542
42,14,1,26250
41,15,1,26250
16,11,1,26250
14,9,1,26250
42,15,1,21167
32,17,1,21167
10,4,1,21167
7,1,1,21167
74,4,1,21167
43,16,1,20875
38,15,1,20875
14,8,1,20875
9,4,1,20875
82,11,1,20875
55,5,1,41917
50,0,1,41917
29,9,1,41917
24,15,1,41917
3,0,1,41917
21,15,1,5167
18,8,1,4667
20,8,1,3083
48,16,1,21375
44,15,1,21375
12,6,1,21375
17,11,1,21375
50,15,1,20983
40,7,1,20983
19,12,1,20983
17,11,1,20983
39,15,1,20917
38,15,1,20917
12,6,1,20917
43,10,1,18875
39,7,1,18875
22,15,1,18875
20,14,1,18875
18,12,1,8925
18,12,1,9092
20,8,1,8350
32,0,1,13542
20,5,1,13542
19,5,1,13542
43,17,1,25000
42,17,1,25000
17,11,1,25000
13,7,1,25000
42,15,1,18958
38,10,1,18958
12,6,1,18958
17,11,1,18958
75,14,1,25958
71,12,1,25958
37,12,1,8167
17,10,1,8167
83,4,1,16917
21,14,1,16917
79,14,1,25833
77,9,1,25833
44,9,1,14688
42,7,1,14688
21,9,1,14688
21,9,1,14688
72,4,1,12625
62,15,1,10917
58,15,1,10917
82,10,1,10917
59,15,1,16250
50,12,1,16250
27,15,1,16250
31,15,1,16250
29,15,1,16250
2,0,1,16250
34,15,1,17667
30,15,1,17667
8,3,1,17667
2,0,1,17667
30,10,1,11125
27,9,1,11125
6,1,1,11125
30,10,1,11017
26,0,1,11017
6,1,1,11017
5,0,1,11017
3,0,1,11017
30,9,1,13083
28,9,1,13083
12,5,1,13083
4,0,1,13083
52,8,1,7600
55,16,1,44167
53,15,1,44167
25,15,1,44167
67,17,1,34167
60,17,1,34167
39,19,1,34167
37,16,1,34167
0,0,1,34167
42,16,1,14083
40,17,1,14083
12,6,1,14083
10,4,1,14083
45,16,1,34167
39,15,1,34167
14,8,1,34167
2,0,1,34167
47,17,1,17083
15,9,1,17083
49,13,1,24167
37,17,1,24167
19,13,1,24167
13,7,1,24167
51,15,1,34167
45,15,1,34167
22,15,1,34167
68,11,1,34167
63,10,1,8667
54,10,1,8667
60,15,1,12667
50,7,1,12667
22,14,1,12667
19,12,1,12667
35,11,1,7750
26,10,1,7750
2,0,1,7750
5,0,1,7750
55,9,1,11642
45,8,1,11642
18,12,1,11642
50,0,1,10000
44,0,1,10000
15,9,1,10000
49,15,1,14167
44,8,1,14167
23,14,1,14167
19,13,1,14167
41,12,1,15667
37,10,1,15667
12,7,1,15667
9,3,1,15667
35,10,1,12792
35,7,1,12792
4,0,1,12792
2,0,1,12792
38,8,1,16042
36,0,1,16042
11,6,1,16042
5,0,1,16042
50,8,1,21750
47,0,1,21750
25,12,1,21750
30,11,1,21750
22,12,1,21750
17,10,1,21750
46,10,1,16542
37,10,1,16542
15,10,1,16542
11,5,1,16542
18,12,1,16542
37,8,1,21267
20,10,1,21267
18,10,1,21267
50,8,1,13817
46,8,1,13817
24,14,1,13817
18,10,1,13817
15,8,1,13817
55,0,1,10833
48,7,1,10833
30,12,1,10833
40,15,1,10833
48,3,1,9625
47,3,1,9625
21,9,1,9625
51,0,1,9625
40,5,1,13542
35,0,1,13542
7,2,1,13542
12,6,1,13542
10,5,1,13542
3,0,1,13542
15,0,1,13542
36,15,1,13000
27,10,1,13000
4,0,1,13000
8,1,1,13000
6,0,1,13000
21,10,1,13000
10,3,1,13000
42,9,1,10750
39,12,1,10750
12,7,1,10750
10,5,1,10750
17,12,1,10750
70,0,1,10750
35,15,1,12833
30,8,1,12833
13,7,1,12833
11,5,1,12833
35,6,1,12333
32,5,1,12333
7,1,1,12333
14,9,1,12333
10,4,1,12333
7,1,1,12333
50,12,1,15433
48,0,1,15433
23,12,1,15433
16,11,1,15433
22,13,1,15433
19,12,1,15433
40,8,1,12833
38,8,1,12833
16,10,1,12833
18,12,1,12833
32,15,1,17083
30,0,1,17083
12,5,1,17083
2,0,1,17083
30,5,1,16667
28,5,1,16667
7,0,1,16667
1,0,1,16667
12,4,1,16667
44,12,1,5142
34,9,1,5142
22,15,1,5142
19,13,1,5142
48,12,1,9042
35,12,1,9042
16,10,1,9042
9,3,1,9042
45,0,1,5167
28,10,1,5167
25,12,1,5167
4,0,1,5167
6,0,1,5167
38,9,1,5250
18,12,1,5250
19,12,1,5250
44,15,1,9423
34,9,1,9423
7,2,1,9423
14,8,1,9423
41,12,1,8316
32,9,1,8316
6,0,1,8316
2,0,1,8316
61,0,1,8316
50,9,1,5449
26,2,1,5449
35,7,1,9858
30,9,1,9858
5,0,1,9858
4,0,1,9858
33,7,1,9858
31,9,1,9858
81,15,1,11400
74,4,1,11400
62,10,1,24783
56,4,1,24783
36,10,1,24783
32,16,1,24783
7,0,1,24783
32,12,1,24783
26,17,1,24783
24,14,1,24783
31,19,1,12917
27,12,1,12917
4,0,1,12917
35,16,1,15708
30,19,1,15708
8,2,1,15708
2,0,1,15708
76,15,1,14417
65,5,1,14417
42,15,1,14417
38,9,1,14417
15,9,1,14417
11,5,1,14417
77,10,1,6583
74,0,1,6583
30,9,1,8708
0,0,1,8708
8,2,1,8708
7,1,1,8708
82,7,1,3892
52,12,1,10400
46,10,1,10400
25,12,1,10400
22,17,1,10400
45,12,1,10467
40,10,1,10467
18,14,1,10467
21,14,1,10467
68,8,1,8650
55,5,1,8650
32,15,1,8650
32,17,1,11500
28,16,1,11500
2,0,1,11500
66,0,1,6583
55,0,1,6583
63,4,1,14283
32,15,1,14283
30,8,1,14283
4,0,1,14283
7,1,1,14283
5,0,1,14283
35,16,1,14883
28,12,1,14883
5,0,1,14883
58,10,1,14883
33,15,1,14883
26,15,1,14883
4,0,1,14883
48,14,1,10733
41,17,1,10733
13,7,1,10733
63,1,1,21900
46,12,1,21900
42,8,1,21900
20,14,1,21900
18,12,1,21900
42,12,1,22917
41,15,1,22917
14,8,1,22917
10,4,1,22917
72,0,1,15300
62,4,1,15300
40,9,1,15300
25,10,1,15300
23,9,1,15300
75,0,1,12917
65,0,1,12917
43,10,1,22667
40,5,1,22667
20,13,1,22667
14,8,1,22667
24,15,1,37667
46,12,1,37667
35,12,1,25583
30,0,1,25583
12,5,1,25583
23,12,1,27917
26,17,1,27917
68,5,1,29167
62,4,1,29167
45,10,1,29167
40,10,1,29167
17,11,1,29167
15,9,1,29167
40,15,1,29167
33,10,1,29167
13,8,1,29167
11,5,1,29167
65,5,1,15917
60,4,1,15917
40,15,1,15917
35,10,1,15917
9,4,1,15917
6,0,1,15917
37,12,1,15917
65,5,1,23825
58,5,1,23825
38,9,1,23825
28,15,1,23825
3,0,1,23825
7,1,1,23825
40,13,1,23825
70,0,1,10042
36,10,1,10042
32,15,1,10042
6,0,1,10042
11,4,1,10042
42,8,1,12208
38,7,1,12208
20,14,1,12208
18,12,1,12208
58,0,1,12208
76,2,1,15283
72,0,1,15283
36,13,1,15283
1,0,1,15283
11,5,1,15283
54,6,1,5392
63,2,1,8517
56,4,1,8517
26,10,1,8517
56,10,1,13278
31,12,1,13278
29,15,1,13278
3,0,1,13278
29,12,1,13278
25,10,1,13278
2,0,1,13278
52,12,1,6258
45,12,1,6258
20,16,1,6258
59,11,1,8323
32,14,1,8323
5,0,1,8323
61,12,1,6283
56,15,1,6283
80,0,1,6283
52,12,1,8405
47,8,1,8405
17,10,1,8405
10,4,1,8405
65,17,1,7437
60,14,1,7437
5,0,1,7437
32,5,1,4670
27,0,1,4670
70,0,1,6383
37,8,1,6383
40,12,1,6383
64,10,1,10792
59,12,1,10792
30,10,1,10792
26,10,1,10792
52,14,1,5322
18,13,1,5322
24,17,1,5322
22,12,1,5322
48,11,1,5258
32,14,1,5258
9,4,1,5258
28,14,1,6713
25,15,1,6713
3,0,1,6713
44,11,1,6008
37,9,1,6008
12,5,1,6008
13,7,1,6008
80,4,1,6008
50,9,1,6487
47,7,1,6487
20,8,1,6487
18,11,1,6487
56,8,1,5635
52,6,1,5635
64,4,1,9590
55,5,1,9590
32,9,1,9590
29,9,1,9590
39,13,1,12100
33,15,1,12100
72,10,1,12100
56,12,1,8950
47,10,1,8950
29,14,1,8950
26,16,1,8950
31,12,1,9533
37,12,1,9533
17,13,1,9533
45,15,1,11633
37,11,1,11633
14,9,1,11633
32,10,1,10550
30,9,1,10550
8,3,1,10550
6,1,1,10550
32,8,1,8492
30,12,1,8492
1,0,1,8492
55,8,1,5367
30,8,1,5367
65,8,1,3658
55,9,1,3658
45,12,1,22625
40,5,1,22625
18,12,1,22625
20,15,1,22625
55,0,1,27167
49,5,1,27167
23,10,1,27167
17,10,1,27167
27,8,1,27167
24,10,1,27167
22,15,1,27167
19,12,1,27167
31,12,1,12000
26,13,1,12000
3,0,1,12000
2,0,1,12000
40,10,1,20917
39,0,1,20917
15,11,1,20917
12,7,1,20917
8,2,1,20917
26,12,1,9583
22,3,1,9583
1,0,1,9583
53,0,1,16833
43,6,1,16833
20,12,1,16833
22,9,1,16833
17,9,1,16833
40,0,1,9533
20,5,1,9533
16,9,1,9533
55,0,1,9033
69,15,1,14917
62,9,1,14917
33,17,1,14917
35,17,1,14917
41,10,1,8833
40,10,1,8833
10,3,1,8833
17,12,1,8833
15,10,1,8833
31,12,1,13708
28,15,1,13708
7,1,1,13708
24,9,1,13708
70,15,1,11333
63,11,1,11333
24,15,1,6208
22,12,1,6333
46,9,1,12958
44,9,1,12958
24,9,1,9167
4,0,1,9167
7,1,1,9167
45,0,1,9167
66,11,1,6417
64,0,1,6417
30,15,1,6417
26,12,1,6417
4,0,1,6417
70,15,1,11167
68,0,1,11167
34,15,1,11167
27,11,1,11167
53,4,1,7800
51,4,1,7800
29,16,1,7800
23,11,1,7800
0,0,1,7800
47,0,1,4750
21,15,1,4750
19,14,1,4750
82,11,1,3583
78,7,1,3583
39,2,1,5042
18,12,1,5042
14,8,1,5042
29,7,1,6717
25,7,1,6717
0,0,1,6717
2,0,1,6717
59,2,1,6717
32,7,1,6383
25,12,1,6383
4,0,1,6383
55,0,1,6383
48,15,1,41083
46,8,1,41083
23,17,1,41083
21,15,1,41083
52,15,1,15917
49,10,1,15917
43,10,1,15917
41,11,1,15917
40,11,1,15917
35,12,1,15917
32,15,1,15917
72,9,1,20458
67,5,1,20458
37,15,1,20458
34,15,1,20458
7,1,1,20458
53,12,1,15167
25,16,1,15167
30,17,1,15167
48,7,1,6083
48,9,1,20808
25,12,1,20808
10,4,1,20808
60,7,1,13250
52,0,1,13250
18,9,1,13250
54,8,1,8892
49,7,1,8892
50,3,1,11750
45,3,1,11750
18,10,1,11750
17,11,1,11750
16,9,1,11750
22,13,1,11750
13,7,1,11750
43,12,1,10933
41,15,1,10933
19,13,1,10933
17,12,1,10933
70,0,1,10933
42,2,1,9017
40,0,1,9017
22,9,1,9017
20,9,1,9017
55,8,1,9675
30,13,1,9675
24,11,1,9675
